,Born,Died,Occupation,Parent(s),name,Citizenship,Spouse(s),Institution,Field,School ortradition,Alma mater,Doctoraladvisor,Doctoralstudents,Influences,Awards,Nationality,Contributions,Known for,Preceded by,Alma mater,Profession,Website,Institutions,Fields,Notable work,Thesis,Prime Minister,Succeeded by,Political party,Other politicalaffiliations,Signature,Doctoral advisor,Doctoral students,Deputy,Secretary-General,Children,Education,Venerated in,Canonized,Major shrine,Feast,Attributes,Patronage,President,Era,Region,School,Notable students,Main interests,Notable ideas,Genre,Notable works,Notable awards,Spouse,Employer,Net worth,Relations,Nickname(s),Serving with,Constituency,Influenced,Premier,Other notable students,Governor,Resting place,Title,Successor,Nominated by,Majority,Parents,Known for,Appointed by,Date of birth,Place of birth,Knessets,2006–2015,2009–2011,Monarch,Governor General,Leader,Relatives,Disappeared,Status,Chair,Tradition or movement,Academic advisors,Residence,Allegiance,Service/branch,Years of service,Rank,Unit,Academicadvisors,Vice Chancellor,Bundestag Leader,Chancellor,Branch/service,Battles/wars,Other academic advisors,Discipline,School or tradition,Director,Origin,Genres,Occupation(s),Years active,Labels,Associated acts,Authority control ,Other names,First Deputy,Other notable students,Years active,GovernorGeneral,Sub-discipline,Family,Cause of death,Cause of death,Vice Premier,Cabinet,Religion,Denomination,Jurisprudence,Creed,Main interest(s),Notable idea(s),Vice President,Mother,Father,Predecessor,Board member of,Partner(s),House Speaker,Net worth,Pen name,Charges,Alias,Height,Weight,Added,Removed,Number,Motto,Formation,Founder,Type,Location,Revenue .mw-parser-output .nobold{font-weight:normal}(2018) ,Expenses (2018),Lieutenant Governor,Subject,First Mayor,Domestic partner,Hangul,Revised Romanization,McCune–Reischauer,Movement,Affiliation,Committees,General Manager,Church,Diocese,Appointed,In office,Consecration,Buried
491," (1950-12-12) December 12, 1950 (age 69)New York City, New York USA",,,,Eric_Maskin,,,Harvard UniversityInstitute for Advanced StudyMassachusetts Institute of TechnologyPrinceton UniversityUniversity of Cambridge,Game theory,,Harvard University,Kenneth Arrow,Abhijit BanerjeeDrew Fudenberg[1]Robert W. Vishny[2]Mathias DewatripontDavid S. ScharfsteinJean Tirole,,Nobel Memorial Prize (2007),United States,Mechanism design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"March 13, 1904Stolp, Pomerania, Imperial Germany","February 7, 1981(1981-02-07) (aged 76)Cambridge, Massachusetts, United States",Council communist theoretician and social revolutionary,,Paul_Mattick,,,,,,,,,,,,,"Left communist anti-Bolshevism, developing Marx's and Grossman's theory of capitalism for contemporary economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilse Mattick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,"October 10, 1946Hamilton, Ohio, U.S.",,"Writer; author, journalist",,Richard_Maybury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonfiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncle Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494," (1956-07-07) July 7, 1956 (age 63)",,,,Preston_McAfee,,,,,,Purdue UniversityUniversity of Florida,,,,Golden Goose Award (2014),,,,,,,,MicrosoftGoogleYahoo! ResearchCalifornia Institute of TechnologyUniversity of Texas at AustinUniversity of Western Ontario,Economics,,,,,,,,Andrew B. Whinston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495," (1935-07-27) July 27, 1935 (age 84)Poteet, Texas[1]",,,,Bennett_McCallum,,,Carnegie Mellon UniversityUniversity of Virginia,Monetary economicsEconometrics,New classical economics,Rice UniversityHarvard University,,,John MuthRobert E. Lucas,,United States,McCallum rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496," (1942-09-11) September 11, 1942 (age 77)Ann Arbor, Michigan",,,,Deirdre_McCloskey,,,,,,Harvard University,,,,,,,"
Economic history of Britain
McCloskey critique
",,,,,,"Libertarian economics, economic history, Cliometrics",,"Economic Maturity and Entrepreneurial Decline: British Iron and Steel, 1870–1913 (1970)",,,,,,Alexander Gerschenkron,,,,,,,,,,,,,,,,Stephen T. Ziliak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,"(1789-03-01)1 March 1789Whithorn, Wigtownshire",11 November 1864(1864-11-11) (aged 75)London,,,John_Ramsey_McCulloch,,,,Political economy,Classical economics,,,,"Adam Smith, David Ricardo",,Scottish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498," (1957-03-13) March 13, 1957 (age 63)",,,,Paul_McCulley,,,PIMCO,Financial economics,Post-Keynesian economics,Columbia Business School (M.B.A.)Grinnell College (B.A.),,,John Maynard KeynesHyman MinskyWilliam H. Gross,,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499," (1937-07-29) July 29, 1937 (age 82)Raleigh, North Carolina, U.S.",,,,Daniel_McFadden,,,,,,University of Minnesota,,,,John Bates Clark Medal (1975)Frisch Medal (1986)Erwin Plein Nemmers Prize in Economics (2000)Nobel Memorial Prize in Economic Sciences (2000),United States,,Discrete choice,,,,,"University of California, Berkeley, MIT, University of Southern California",Econometrics,,,,,,,,Leonid Hurwicz,Walter Erwin DiewertHal VarianJohn RustAxel Börsch-SupanJonathan FeinsteinHidehiko Ichimura [ja],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,"(1944-04-27)April 27, 1944Geneva, New York","April 22, 2002(2002-04-22) (aged 57)Pasadena, California",,,Richard_McKelvey,,,,,,University of RochesterWashington University in St. LouisOberlin College,,,,,American,,,,,,,California Institute of Technology,Political science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,"(1919-01-26)January 26, 1919Montezuma, Georgia","October 12, 2010(2010-10-12) (aged 91)",,,Lionel_W._McKenzie,,,,Economics,,,Oskar MorgensternWilliam Baumol,Michele BoldrinJerry GreenTapan MitraKazuo Nishimura [ja]José ScheinkmanNicholas C. YannelisMakoto Yano,,,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,"1966 (age 53–54)Dún Laoghaire, Ireland",,"Journalist, broadcaster, economist",,David_McWilliams_(economics_pundit),,Sian Smyth,,,,"Trinity College, DublinCollege of Europe",,,,,Irish,,,,,,davidmcwilliams.ie,,,,,,,,,,,,,,2,Blackrock College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,"(1907-06-23)23 June 1907Swanage, England","22 December 1995(1995-12-22) (aged 88)Cambridge, England",,,James_Meade,,,London School of Economics,Macroeconomics,Neo-Keynesian economics,"Oriel College, OxfordChrist's College, CambridgeMalvern College",,Jacques Parizeau,John Maynard Keynes,Nobel Memorial Prize in Economic Sciences (1977),British,Theory of international trade and international capital movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,"(1896-06-08)June 8, 1896Windham, Connecticut","February 15, 1988(1988-02-15) (aged 91)Vienna, Virginia",,,Gardiner_Means,,,,,Institutional economics,Harvard University[1],,,,,American,Administered prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505," (1968-01-01) January 1, 1968 (age 52)",,,,Marc_Melitz,,,Harvard University,International economics,New Keynesian economics,"University of MichiganUniversity of Maryland, College ParkHaverford College",James A. Levinsohn[1],,,,American,Contributions to the New Trade Theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,"Leslie Galfreid Melville(1902-03-26)26 March 1902Sydney, New South Wales","30 April 2002(2002-04-30) (aged 100)Canberra, Australian Capital Territory",,,Leslie_Melville,,Mary Scales,,,,University of Sydney,,,,,Australian,,Helped to form Australia's central banking system,,,,,University of AdelaideCommonwealth BankAustralian National University,Economics,,,,,,,,,,,,"Galfrid Leslie (""Tig"") MelvilleAnthony Melville",Sydney Church of England Grammar School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,"(1840-02-23)February 23, 1840Neu Sandez, Galicia, Austrian Empire(now Nowy Sącz, Poland)","February 26, 1921(1921-02-26) (aged 81)Vienna, Austria",,,Carl_Menger,,,,Economics,Austrian School,University of PragueUniversity of ViennaJagiellonian University,,,Étienne Bonnot de CondillacAdam SmithFranz Brentano[1],,Austrian,Marginal utility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508," (1944-07-31) July 31, 1944 (age 75)New York City, New York, U.S.",,,,Robert_C._Merton,,,,,,Columbia UniversityCalifornia Institute of TechnologyMassachusetts Institute of Technology,,,,Nobel Memorial Prize in Economic Sciences (1997),American,,Black–Scholes–Merton modelICAPM Merton's portfolio problemMerton modelFractional FinanceLong-Term Capital Management,,,,,Massachusetts Institute of Technology Harvard University,"Finance, economics",,,,,,,,Paul Samuelson,Jonathan E. Ingersoll[1] Robert Jarrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,"(1927-12-06)December 6, 1927Pasco, Washington","October 20, 2009(2009-10-20) (aged 81)Cambridge, Massachusetts",,,John_R._Meyer,,,Harvard University,"Economic history, Transportation economics",New economic history,University of Washington,Guy OrcuttJames Duesenberry,Franklin M. FisherThomas Sargent,Alexander GerschenkronJohn Lintner,,American,"Transportation economics, pioneer of cliometrics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,"Valery Ivanovich Mezhlauk(1893-02-07)February 7, 1893Kharhov (Ukraine, Russian Empire)","(1938-07-29)July 29, 1938 (aged 45)Kommunarka, Butovo, USSR",,,Valery_Ivanovich_Mezhlauk,USSR,Charna Markovna Mezhlauk (Maers-Mikhailova) (1902–1941),,,,,,,,,Latvian-German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Ivanovich Mezhlauk (1891–1938) (brother)Martin Ivanovich Mezhlauk (1895–1918) (brother)Valentine Ivanovich Mezhlauk (?–1938) (brother)Cornelius Ivanovich Mezhlauk (1905–1952) (brother),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Executed during Stalin's Great Purge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,Leo_Michelis,,,,,,Queen's University,,,,,Greek–Canadian,,,,,,,Ryerson University,Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,"Javier Gerardo Milei (1970-10-22) October 22, 1970 (age 49)Buenos Aires, Argentina",,,,Javier_Milei,,,,Growth economics,"Neoclassical (until 2008 financial crisis),[1] Austrian School (2008-present)","
University of Belgrano
Instituto de Desarrollo Económico y Social
Torcuato di Tella University
",,,"Friedrich Hayek, Robert Lucas, Milton Friedman, Ludwig von Mises, Murray Rothbard, Juan Bautista Alberdi, Carl Menger, Ayn Rand, Alberto Benegas Lynch, Frédéric Bastiat, Hans-Hermann Hoppe, Gary Becker, Robert Nozick,  Paul Volcker",,Argentine,"
Wealth thermometer
Giacomini-Milei Frustration Index
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,David_Miles,,,,,,,,,,,,,,,,Economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mervyn King (2003–2013)Mark Carney (2013–2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1950 (age 69–70),,,,Murray_Milgate,,,University of Cambridge,Economist,,University of Cambridge,,,,,Australian/British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515," (1948-04-20) April 20, 1948 (age 72)Detroit, Michigan",,,,Paul_Milgrom,,Eva Meyersson Milgrom,,,,"Stanford UniversityMS (Statistics), 1978PhD (Business) 1979University of Michigan BA 1970",,,,Erwin Plein Nemmers Prize in Economics (2008) BBVA Foundation Frontiers of Knowledge Award (2012)Golden Goose Award (2014) CME-MSRI Prize in Innovative Quantitative Applications (2017) [1] Distinguished Fellow of the American Economic Association (2020)[2],American,,Auction theoryIncentive theoryMarket design,,,,,Stanford University (since 1987)Yale University (1982-87)Northwestern University (1979‑83),Economist,,,,,,,,Robert B. Wilson,Susan AtheyJoshua GansGillian HadfieldMohammad AkbarpourShengwu Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,"(1883-06-05)5 June 1883Cambridge, Cambridgeshire, England","21 April 1946(1946-04-21) (aged 62)Tilton, near Firle, Sussex, England",,,John_Maynard_Keynes,,Lydia Lopokova,"King's College, Cambridge",Political economyProbability,Keynesian economics,"King's College, Cambridge",,,"Jeremy Bentham, Thomas Malthus, Alfred Marshall, Nicholas Johannsen, Knut Wicksell, Piero Sraffa, John Neville Keynes, Bertrand Russell[1]",,British,MacroeconomicsKeynesian economicsLiquidity preferenceSpending multiplierAD–AS modelDemand-side economics,,,,,,,,,,,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"(1806-05-20)20 May 1806Pentonville, London, England","7 May 1873(1873-05-07) (aged 66)Avignon, France",,,John_Stuart_Mill,,Harriet Taylor(m. 1851; died 1858),,,,,,,,,,,,De Lacy Evans,"University College, London",,,,,,,,William Henry Smith,Liberal,,,,,,,,,,,,,,,,19th-century philosophyClassical economics,Western philosophy,EmpiricismUtilitarianismConsequentialismPsychologismClassical liberalism,,"Political philosophy, ethics, economics, inductive logic","Public/private sphere, social liberty, hierarchy of pleasures in utilitarianism, rule utilitarianism, classical liberalism, early liberal feminism, harm principle, Mill's Methods, direct reference theory, Millian theory of proper names",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,"(1923-05-16)May 16, 1923Boston, Massachusetts","June 3, 2000(2000-06-03) (aged 77)Chicago, Illinois, USA",,,Merton_Miller,,,Carnegie Mellon UniversityUniversity of ChicagoLondon School of Economics,Economics,Chicago School of Economics,Harvard University (AB)Johns Hopkins University (PhD),Fritz Machlup,Eugene FamaWilliam Poole,,Nobel Memorial Prize in Economic Sciences (1990),United States,Modigliani–Miller theorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,"(1922-07-15)July 15, 1922Tomaszów Lubelski, Poland","August 20, 2006(2006-08-20) (aged 84)New York City, New York, U.S.",,,Jacob_Mincer,,,NBER (1960–2006)Columbia University (1959–91),Labour economics,Chicago School of Economics,Columbia University (Ph.D.)Emory University (B.A.),George StiglerHarold Barger,Reuben GronauGeorge Borjas,H. Gregg Lewis,IZA Prize in Labor Economics (2002),Polish-American,Idea of human capitalLabour economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,"Hyman Philip Minsky(1919-09-23)September 23, 1919Chicago, Illinois","October 24, 1996(1996-10-24) (aged 77)Rhinebeck, New York",,,Hyman_Minsky,,,,Macroeconomics,Post-Keynesian economics,University of Chicago (B.S.)Harvard University (M.P.A./Ph.D.),Joseph SchumpeterWassily Leontief,Mauro GallegatiL. Randall Wray,Henry SimonsKarl MarxJoseph SchumpeterWassily LeontiefMichał KaleckiJohn Maynard KeynesIrving FisherAbba Lerner,,United States,Financial instability hypothesisMinsky moment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,"(1936-07-05)5 July 1936Minnigaff, Scotland","29 August 2018(2018-08-29) (aged 82)Cambridge, England",,,James_Mirrlees,,,Chinese University of Hong KongOxford UniversityUniversity of Cambridge,Political economics,,"University of EdinburghTrinity College, Cambridge",Richard Stone,Partha DasguptaNicholas SternPeter J. Hammond[1]Franklin AllenBarry NalebuffHuw DixonAnthony VenablesJohn VickersAlan ManningGareth MylesPaul SeabrightHyun-Song ShinZhang Weiying,,Nobel Memorial Prize in Economic Sciences (1996),British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,"Ludwig Heinrich Edler von Mises(1881-09-29)29 September 1881Lemberg, Galicia, Austria-Hungary (present day Lviv, Ukraine)","10 October 1973(1973-10-10) (aged 92)New York City, New York, United States",,,Ludwig_von_Mises,,,"University of Vienna (1919–1934)Institut Universitaire des Hautes Études Internationales, Geneva, Switzerland (1934–1940)New York University (1945–1969)","Economics, political economy, philosophy of science, epistemology, methodology, rationalism, logic, classical liberalism, libertarianism",Austrian School,,Eugen Böhm von Bawerk,Gottfried HaberlerFritz MachlupOskar MorgensternGerhard TintnerIsrael Kirzner,Menger ·Böhm-Bawerk · Wieser · Fetter · Husserl · Say · Kant,,,Economic calculation problemQuantity theory of moneyAustrian business cycle theoryPraxeologyMethodological dualism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,"Frederic Stanley Mishkin (1951-01-11) January 11, 1951 (age 69)New York City, New York, U.S.",,,,Frederic_Mishkin,,Sally Hammond,,,,,,,,,,,,Roger W. Ferguson Jr.,,,,,,,,,Jerome Powell,Independent,,,,,,,2,"Massachusetts Institute of Technology (BS, MS, PhD)",,,,,,,George W. Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,"(1874-08-05)August 5, 1874Rushville, Illinois, U.S.","October 29, 1948(1948-10-29) (aged 74)New York City, U.S.",,,Wesley_Mitchell,,,NBER 1920–45Columbia University 1913–44UC Berkeley 1903–12University of Chicago 1899–1903,Political economicsMacroeconomics,Institutional economics,University of Chicago,J. Laurence Laughlin,Simon KuznetsArthur F. BurnsRaymond J. Saulnier,Thorstein VeblenJohn Dewey,,American,Empirical research on Business cycles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,"18 June 1918Rome, Italy","September 24, 2003(2003-09-24) (aged 85)Cambridge, Massachusetts, U.S.",,,Franco_Modigliani,,,,Financial economics,,The New School (PhD) Sapienza University of Rome (Laurea),Jacob Marschak,Albert AndoRobert ShillerMario DraghiLucas Papademos,"J. M. Keynes, Jacob Marschak",,"Italian, United States",Modigliani–Miller theoremLife-cycle hypothesisMPS model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,"Semion Yudkovich Mogilevich (1946-06-30) June 30, 1946 (age 73)Kiev, Ukrainian SSR, Soviet Union",,"Russian mafia boss, confidence trickster, businessman",,Semion_Mogilevich,,,,,,,,,,,"Ukrainian, Russian, Hungarian, Israeli",,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,Katalin Papp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Fraud by Wire
Racketeer Influenced and Corrupt Organizations Act Conspiracy
Mail Fraud
Money Laundering Conspiracy
Money Laundering
Aiding and Abetting
Securities fraud
Filing False Registration With the SEC
False Filings With the SEC
Falsification of Books and Records
",Seva MoguilevichSemon Yudkovich PalagnyukSemen Yukovich TeleshSimeon MogilevitchSemjon MogilevcsShimon MakelwitshShimon MakhelwitschSergei Yurevich Schnaider,168 cm (5 ft 6 in),130 kg (290 lb),"October 23, 2009[1]","December 17, 2015",494,,,,,,,,,,,,,,,,,,,,,,,,
527,"1928Buffalo, New York","June 4, 2012(2012-06-04) (aged 83)Northfield, Minnesota",,,Herbert_Mohring,,,University of Minnesota,Transportation economics,,Massachusetts Institute of Technology,,,Robert Solow,,American,Mohring effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528," (1946-07-26) 26 July 1946 (age 73)Leiden, Netherlands",,,,Joel_Mokyr,,Margalit Mokyr,,,,,,,,Heineken Award for History (2006)Balzan Prize (2015),Israeli American,,,,Yale UniversityHebrew University of Jerusalem,,,Northwestern University,,,,,,,,,William N. ParkerJohn C. H. Fei,Avner Greif[2],,,2[1],,,,,,,,,,,,,Economic history of Europe,,,,,,,,,,,,Cormac Ó Gráda[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,"3 March 1819Liège, Netherlands","28 January 1912(1912-01-28) (aged 92)Adinkerke, Belgium",,,Gustave_de_Molinari,,,,,French Liberal School,,,,Frédéric Bastiat,,Belgian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
